stage,eval_index,tuned_param,candidate_value,epoch,epsilon,alpha,gamma,n_episodes,min_distance,best_episode,note
HPO_gamma,64,gamma,0.45,4,0.05,0.78,0.45,200,80736.0,199,
HPO_gamma,65,gamma,0.45,5,0.05,0.78,0.45,200,83901.0,198,
HPO_gamma,66,gamma,0.65,1,0.05,0.78,0.65,200,97311.0,198,
HPO_gamma,67,gamma,0.65,2,0.05,0.78,0.65,200,92981.0,158,
HPO_gamma,68,gamma,0.65,3,0.05,0.78,0.65,200,99459.0,145,
HPO_gamma,69,gamma,0.65,4,0.05,0.78,0.65,200,103265.0,183,
HPO_gamma,70,gamma,0.65,5,0.05,0.78,0.65,200,95383.0,193,
HPO_gamma,71,gamma,0.85,1,0.05,0.78,0.85,200,118648.0,94,
HPO_gamma,72,gamma,0.85,2,0.05,0.78,0.85,200,118637.0,110,
HPO_gamma,73,gamma,0.85,3,0.05,0.78,0.85,200,114017.0,115,
HPO_gamma,74,gamma,0.85,4,0.05,0.78,0.85,200,117224.0,124,
HPO_gamma,75,gamma,0.85,5,0.05,0.78,0.85,200,110983.0,121,
recommendation,,gamma,,,,,,,,,"recommended gamma set = [0.05, 0.25]"
final_grid,76,,,,0.05,0.65,0.05,10000,59518.0,4650,
final_grid,77,,,,0.05,0.65,0.25,10000,61229.0,3715,
final_grid,78,,,,0.05,0.85,0.05,10000,60525.0,3622,
final_grid,79,,,,0.05,0.85,0.25,10000,61380.0,9810,
overall_best,,,,,0.05,0.65,0.05,10000,59518.0,4650,best combination over the final grid
best_observed,,,,,,,,,59518.0,,lowest distance seen at any stage (from final training)
